id,name
https://openalex.org/C519991488,Python (programming language)
https://openalex.org/C56666940,Documentation
https://openalex.org/C41008148,Computer science
https://openalex.org/C174183944,MIT License
https://openalex.org/C154945302,Artificial intelligence
https://openalex.org/C119857082,Machine learning
https://openalex.org/C199360897,Programming language
https://openalex.org/C2780560020,License
https://openalex.org/C115903868,Software engineering
https://openalex.org/C111919701,Operating system
https://openalex.org/C161164918,Quality control and genetic algorithms
https://openalex.org/C11413529,Algorithm
https://openalex.org/C8880873,Genetic algorithm
https://openalex.org/C4935549,Meta-optimization
https://openalex.org/C112968700,Unix
https://openalex.org/C95623464,Classifier (UML)
https://openalex.org/C43126263,Source code
https://openalex.org/C67953723,Workstation
https://openalex.org/C2777904410,Software
https://openalex.org/C84525736,Decision tree
https://openalex.org/C198531522,Sample (material)
https://openalex.org/C124101348,Data mining
https://openalex.org/C185592680,Chemistry
https://openalex.org/C43617362,Chromatography
https://openalex.org/C57177791,Imaging science
https://openalex.org/C2780428219,Cover (algebra)
https://openalex.org/C2522767166,Data science
https://openalex.org/C127413603,Engineering
https://openalex.org/C78519656,Mechanical engineering
https://openalex.org/C61326573,Gaussian process
https://openalex.org/C163716315,Gaussian
https://openalex.org/C147597530,Computational chemistry
https://openalex.org/C75608658,Pascal (unit)
https://openalex.org/C110332635,Genetic programming
https://openalex.org/C80444323,Theoretical computer science
https://openalex.org/C115903097,Online machine learning
https://openalex.org/C49937458,Probabilistic logic
https://openalex.org/C14948415,Relevance vector machine
https://openalex.org/C12267149,Support vector machine
https://openalex.org/C122280245,Kernel method
https://openalex.org/C50644808,Artificial neural network
https://openalex.org/C121332964,Physics
https://openalex.org/C62520636,Quantum mechanics
https://openalex.org/C77088390,Database
https://openalex.org/C9652623,Field (mathematics)
https://openalex.org/C152565575,Conditional random field
https://openalex.org/C173801870,Heuristic
https://openalex.org/C155846161,Graphical model
https://openalex.org/C2776135515,Regularization (linguistics)
https://openalex.org/C33923547,Mathematics
https://openalex.org/C202444582,Pure mathematics
https://openalex.org/C153180895,Pattern recognition (psychology)
https://openalex.org/C75306776,Successor cardinal
https://openalex.org/C2777855551,Subject (documents)
https://openalex.org/C183931066,ID3 algorithm
https://openalex.org/C5481197,Decision tree learning
https://openalex.org/C10229987,Incremental decision tree
https://openalex.org/C136764020,World Wide Web
https://openalex.org/C134306372,Mathematical analysis
https://openalex.org/C22019652,Overfitting
https://openalex.org/C45942800,Ensemble learning
https://openalex.org/C46686674,Boosting (machine learning)
https://openalex.org/C141404830,AdaBoost
https://openalex.org/C107673813,Bayesian probability
https://openalex.org/C94124525,Categorization
https://openalex.org/C63000827,Software portability
https://openalex.org/C2986744138,Text categorization
https://openalex.org/C204321447,Natural language processing
https://openalex.org/C2778755073,Scale (ratio)
https://openalex.org/C58640448,Cartography
https://openalex.org/C205649164,Geography
https://openalex.org/C2777601897,Presentation (obstetrics)
https://openalex.org/C161191863,Library science
https://openalex.org/C509550671,Medical education
https://openalex.org/C71924100,Medicine
https://openalex.org/C126838900,Radiology
https://openalex.org/C105795698,Statistics
https://openalex.org/C136197465,Variety (cybernetics)
https://openalex.org/C2780451532,Task (project management)
https://openalex.org/C120936955,Empirical research
https://openalex.org/C138885662,Philosophy
https://openalex.org/C187736073,Management
https://openalex.org/C111472728,Epistemology
https://openalex.org/C162324750,Economics
https://openalex.org/C120314980,Distributed computing
https://openalex.org/C64543145,Intersection (aeronautics)
https://openalex.org/C2164484,Core (optical fiber)
https://openalex.org/C75684735,Big data
https://openalex.org/C45374587,Computation
https://openalex.org/C119421448,Lying
https://openalex.org/C76155785,Telecommunications
https://openalex.org/C146978453,Aerospace engineering
https://openalex.org/C58471807,Receiver operating characteristic
https://openalex.org/C60908668,Perceptron
https://openalex.org/C78397625,Discriminant
https://openalex.org/C179717631,Multilayer perceptron
https://openalex.org/C96324660,Dataflow
https://openalex.org/C78766204,Multi-core processor
https://openalex.org/C118524514,Computer architecture
https://openalex.org/C108583219,Deep learning
https://openalex.org/C48044578,Scalability
https://openalex.org/C2776214188,Inference
https://openalex.org/C176727019,Dataflow architecture
https://openalex.org/C173608175,Parallel computing
https://openalex.org/C8642999,Hyperparameter
https://openalex.org/C192209626,Focus (optics)
https://openalex.org/C98045186,Process (computing)
https://openalex.org/C95923904,Marginal likelihood
https://openalex.org/C2780586882,Simple (philosophy)
https://openalex.org/C81692654,Kriging
https://openalex.org/C165216359,Marginal distribution
https://openalex.org/C126255220,Mathematical optimization
https://openalex.org/C122123141,Random variable
https://openalex.org/C120665830,Optics
https://openalex.org/C2778049539,Bayesian optimization
https://openalex.org/C2987595161,Optimization algorithm
https://openalex.org/C206688291,Stochastic gradient descent
https://openalex.org/C194387892,Stochastic optimization
https://openalex.org/C153258448,Gradient descent
https://openalex.org/C177264268,Set (abstract data type)
https://openalex.org/C2779343474,Context (archaeology)
https://openalex.org/C77967617,Active learning (machine learning)
https://openalex.org/C151730666,Paleontology
https://openalex.org/C86803240,Biology
https://openalex.org/C148863701,Encyclopedia
https://openalex.org/C15744967,Psychology
https://openalex.org/C94915269,Detector
https://openalex.org/C61265191,Scale-invariant feature transform
https://openalex.org/C3261483,Frame rate
